1	Hammonton	New Jersey	NJ	08037	39.5636	-74.7111
1	Absecon	New Jersey	NJ	08201	39.4891	-74.6803
1	Brigantine	New Jersey	NJ	08203	39.3702	-74.494
1	Cologne	New Jersey	NJ	08213	39.5092	-74.6086
1	Egg Harbor City	New Jersey	NJ	08215	39.5331	-74.6177
1	Elwood	New Jersey	NJ	08217	39.5737	-74.72
1	Leeds Point	New Jersey	NJ	08220	39.5092	-74.6086
1	Linwood	New Jersey	NJ	08221	39.3469	-74.5807
1	Northfield	New Jersey	NJ	08225	39.3703	-74.5552
1	Oceanville	New Jersey	NJ	08231	39.5092	-74.6086
1	Pleasantville	New Jersey	NJ	08232	39.4709	-74.686
1	Egg Harbor Township	New Jersey	NJ	08234	39.3741	-74.6118
1	Pomona	New Jersey	NJ	08240	39.4877	-74.5543
1	Port Republic	New Jersey	NJ	08241	39.5272	-74.4903
1	Somers Point	New Jersey	NJ	08244	39.3223	-74.6008
1	Buena	New Jersey	NJ	08310	39.537	-74.8895
1	Dorothy	New Jersey	NJ	08317	39.4031	-74.8316
1	Estell Manor	New Jersey	NJ	08319	39.3782	-74.8165
1	Landisville	New Jersey	NJ	08326	39.5239	-74.9377
1	Mays Landing	New Jersey	NJ	08330	39.432	-74.6962
1	Milmay	New Jersey	NJ	08340	39.4451	-74.8667
1	Minotola	New Jersey	NJ	08341	39.5155	-74.9467
1	Mizpah	New Jersey	NJ	08342	39.5021	-74.8335
1	Newtonville	New Jersey	NJ	08346	39.5645	-74.859
1	Richland	New Jersey	NJ	08350	39.485	-74.8776
1	Atlantic City	New Jersey	NJ	08401	39.3664	-74.4317
1	Margate City	New Jersey	NJ	08402	39.3286	-74.509
1	Longport	New Jersey	NJ	08403	39.3243	-74.5135
1	Atlantic City	New Jersey	NJ	08404	39.5092	-74.6086
1	Atlantic City	New Jersey	NJ	08405	39.5092	-74.6086
1	Ventnor City	New Jersey	NJ	08406	39.346	-74.4723
1	Cliffside Park	New Jersey	NJ	07010	40.8222	-73.988
1	Edgewater	New Jersey	NJ	07020	40.8317	-73.9738
1	Fairview	New Jersey	NJ	07022	40.817	-74
1	Fort Lee	New Jersey	NJ	07024	40.8503	-73.9745
1	Garfield	New Jersey	NJ	07026	40.8789	-74.1081
1	North Arlington	New Jersey	NJ	07031	40.7898	-74.1343
1	Wallington	New Jersey	NJ	07057	40.8536	-74.1079
1	Rutherford	New Jersey	NJ	07070	40.8292	-74.1121
1	Lyndhurst	New Jersey	NJ	07071	40.8094	-74.1245
1	Carlstadt	New Jersey	NJ	07072	40.8403	-74.0925
1	East Rutherford	New Jersey	NJ	07073	40.8385	-74.1041
1	Moonachie	New Jersey	NJ	07074	40.8394	-74.0566
1	Wood Ridge	New Jersey	NJ	07075	40.8493	-74.0878
1	Allendale	New Jersey	NJ	07401	41.0327	-74.1342
1	Elmwood Park	New Jersey	NJ	07407	40.9069	-74.1209
1	Fair Lawn	New Jersey	NJ	07410	40.9343	-74.1166
1	Franklin Lakes	New Jersey	NJ	07417	41.0081	-74.2113
1	Ho Ho Kus	New Jersey	NJ	07423	41.0004	-74.1025
1	Mahwah	New Jersey	NJ	07430	41.0534	-74.1728
1	Midland Park	New Jersey	NJ	07432	40.9957	-74.1409
1	Oakland	New Jersey	NJ	07436	41.0294	-74.18
1	Ramsey	New Jersey	NJ	07446	41.0577	-74.1445
1	Ridgewood	New Jersey	NJ	07450	40.982	-74.1131
1	Ridgewood	New Jersey	NJ	07451	40.9481	-74.0832
1	Glen Rock	New Jersey	NJ	07452	40.9602	-74.1254
1	Saddle River	New Jersey	NJ	07458	41.0443	-74.0981
1	Waldwick	New Jersey	NJ	07463	41.013	-74.1243
1	Wyckoff	New Jersey	NJ	07481	40.9978	-74.166
1	Mahwah	New Jersey	NJ	07495	40.9481	-74.0832
1	Mahwah	New Jersey	NJ	07498	40.9481	-74.0832
1	Hackensack	New Jersey	NJ	07601	40.8882	-74.0503
1	Hackensack	New Jersey	NJ	07602	40.9481	-74.0832
1	Bogota	New Jersey	NJ	07603	40.8744	-74.0281
1	Hasbrouck Heights	New Jersey	NJ	07604	40.8623	-74.0756
1	Leonia	New Jersey	NJ	07605	40.8629	-73.9879
1	South Hackensack	New Jersey	NJ	07606	40.8634	-74.0456
1	Maywood	New Jersey	NJ	07607	40.9024	-74.0629
1	Teterboro	New Jersey	NJ	07608	40.864	-74.0556
1	Alpine	New Jersey	NJ	07620	40.9511	-73.9308
1	Bergenfield	New Jersey	NJ	07621	40.9238	-73.9989
1	Closter	New Jersey	NJ	07624	40.9721	-73.959
1	Cresskill	New Jersey	NJ	07626	40.9418	-73.9652
1	Demarest	New Jersey	NJ	07627	40.9548	-73.9602
1	Dumont	New Jersey	NJ	07628	40.9447	-73.9921
1	Emerson	New Jersey	NJ	07630	40.9755	-74.0285
1	Englewood	New Jersey	NJ	07631	40.8943	-73.9772
1	Englewood Cliffs	New Jersey	NJ	07632	40.882	-73.9544
1	Harrington Park	New Jersey	NJ	07640	40.9918	-73.98
1	Haworth	New Jersey	NJ	07641	40.9608	-73.9874
1	Hillsdale	New Jersey	NJ	07642	41.0069	-74.0426
1	Little Ferry	New Jersey	NJ	07643	40.8493	-74.0405
1	Lodi	New Jersey	NJ	07644	40.8764	-74.0838
1	Montvale	New Jersey	NJ	07645	41.0495	-74.0384
1	New Milford	New Jersey	NJ	07646	40.9331	-74.0195
1	Northvale	New Jersey	NJ	07647	41.0086	-73.9389
1	Norwood	New Jersey	NJ	07648	40.9952	-73.9582
1	Oradell	New Jersey	NJ	07649	40.9535	-74.0335
1	Palisades Park	New Jersey	NJ	07650	40.8462	-73.9954
1	Paramus	New Jersey	NJ	07652	40.9477	-74.0672
1	Paramus	New Jersey	NJ	07653	40.9481	-74.0832
1	Park Ridge	New Jersey	NJ	07656	41.0343	-74.0396
1	Ridgefield	New Jersey	NJ	07657	40.8326	-74.0015
1	Ridgefield Park	New Jersey	NJ	07660	40.8562	-74.023
1	River Edge	New Jersey	NJ	07661	40.9265	-74.0392
1	Rochelle Park	New Jersey	NJ	07662	40.9057	-74.079
1	Saddle Brook	New Jersey	NJ	07663	40.9421	-74.0947
1	Teaneck	New Jersey	NJ	07666	40.8915	-74.0119
1	Tenafly	New Jersey	NJ	07670	40.9216	-73.9659
1	Westwood	New Jersey	NJ	07675	41.0115	-74.0213
1	Teaneck	New Jersey	NJ	07688	40.9481	-74.0832
1	Beverly	New Jersey	NJ	08010	40.0565	-74.9114
1	Birmingham	New Jersey	NJ	08011	39.976	-74.7114
1	Browns Mills	New Jersey	NJ	08015	39.9597	-74.5655
1	Burlington	New Jersey	NJ	08016	40.068	-74.8454
1	Chatsworth	New Jersey	NJ	08019	39.8019	-74.5256
1	Columbus	New Jersey	NJ	08022	40.0642	-74.6899
1	Hainesport	New Jersey	NJ	08036	39.9872	-74.8293
1	Jobstown	New Jersey	NJ	08041	40.0387	-74.6873
1	Juliustown	New Jersey	NJ	08042	40.0123	-74.6646
1	Willingboro	New Jersey	NJ	08046	40.029	-74.8835
1	Lumberton	New Jersey	NJ	08048	39.9651	-74.8067
1	Maple Shade	New Jersey	NJ	08052	39.9511	-74.9946
1	Marlton	New Jersey	NJ	08053	39.8845	-74.9067
1	Mount Laurel	New Jersey	NJ	08054	39.9478	-74.9036
1	Medford	New Jersey	NJ	08055	39.8745	-74.7621
1	Moorestown	New Jersey	NJ	08057	39.9683	-74.9533
1	Mount Holly	New Jersey	NJ	08060	40.045	-74.8019
1	New Lisbon	New Jersey	NJ	08064	39.8624	-74.7251
1	Palmyra	New Jersey	NJ	08065	40.0037	-75.0257
1	Pemberton	New Jersey	NJ	08068	39.9712	-74.6676
1	Rancocas	New Jersey	NJ	08073	39.8624	-74.7251
1	Riverside	New Jersey	NJ	08075	40.0633	-74.8533
1	Riverton	New Jersey	NJ	08076	39.8624	-74.7251
